"","Zip","Median","Pop","city","state","latitude","longitude"
"4263","15219",22397.3403,"19320","Pittsburgh","PA",40.443819,-79.98067
"4264","15220",51163.5572,"18174","Pittsburgh","PA",40.430822,-80.04453
"4265","15221",37425.1418,"35590","Pittsburgh","PA",40.438035,-79.87191
"4266","15222",42763.5971,"1928","Pittsburgh","PA",40.447036,-79.99313
"4267","15223",42694.2705,"7854","Pittsburgh","PA",40.503768,-79.95164
"4268","15224",30284.2042,"12408","Pittsburgh","PA",40.463463,-79.94612
"4269","15225",40759,"1231","Pittsburgh","PA",40.513778,-80.13571
"4270","15226",47118.8084,"14982","Pittsburgh","PA",40.394002,-80.01655
"4271","15227",48093.906,"29842","Pittsburgh","PA",40.377869,-79.97516
"4272","15228",78749.4512,"18029","Pittsburgh","PA",40.372802,-80.0448
"4273","15229",55733.5687,"14371","Pittsburgh","PA",40.518368,-80.03364
"4274","15232",45928.1315,"11693","Pittsburgh","PA",40.454018,-79.9325
"4275","15233",18602.2959,"3065","Pittsburgh","PA",40.455919,-80.02604
"4276","15234",56446.6651,"14405","Pittsburgh","PA",40.369619,-80.01831
"4277","15235",48687.4696,"38193","Pittsburgh","PA",40.459518,-79.83277
"4278","15236",55607.3086,"30298","Pittsburgh","PA",40.342869,-79.97929
"4279","15237",70890.1741,"41478","Pittsburgh","PA",40.552768,-80.03227
"4280","15238",101351.9137,"12675","Pittsburgh","PA",40.518701,-79.86744
"4281","15239",65031.4446,"20726","Pittsburgh","PA",40.482655,-79.74278
"4282","15241",106045.9841,"20864","Pittsburgh","PA",40.329619,-80.07364
"4283","15243",78579.877,"13416","Pittsburgh","PA",40.372669,-80.0712
"4284","15260",15156,"3","Pittsburgh","PA",40.434436,-80.024817
"4285","15301",47711.2046,"49931","Washington","PA",40.170663,-80.25185
"4286","15310",41432,"339","Aleppo","PA",39.792529,-80.48584
"4287","15311",55796.9144,"1396","Amity","PA",40.042851,-80.18827
"4288","15312",52105.1292,"3886","Avella","PA",40.264217,-80.44199
"4289","15313",52604,"346","Beallsville","PA",40.065384,-80.02313
"4290","15314",37552.2931,"3854","Bentleyville","PA",40.127951,-80.01226
"4291","15315",40142,"748","Bobtown","PA",39.760868,-79.98315
"4292","15316",44527,"115","Brave","PA",39.743424,-80.26376
"4293","15317",71994.4075,"30733","Canonsburg","PA",40.26819,-80.16222
"4294","15320",36009.9884,"5347","Carmichaels","PA",39.883336,-79.98393
"4295","15321",58377.104,"1671","Cecil","PA",40.322872,-80.18745
"4296","15322",46339.9618,"2194","Clarksville","PA",39.976531,-80.04218
"4297","15323",48649.868,"4784","Claysville","PA",40.114204,-80.40715
"4298","15324",52604,"690","Cokeburg","PA",40.10012,-80.06363
"4299","15325",35678,"354","Crucible","PA",39.94821,-79.96653
"4300","15327",40142,"1578","Dilliner","PA",39.754889,-79.95226
"4301","15329",49796.0757,"2073","Prosperity","PA",40.030707,-80.27353
"4302","15330",59155.4859,"4824","Eighty Four","PA",40.178679,-80.10014
"4303","15331",31150.3257,"1086","Ellsworth","PA",40.105887,-80.02045
"4304","15332",53099.3786,"7690","Finleyville","PA",40.250299,-79.99436
"4305","15333",49369.4259,"2277","Fredericktown","PA",40.010135,-80.00537
"4306","15334",42316.9904,"101","Garards Fort","PA",39.809756,-79.9969
"4307","15337",43145.958,"844","Graysville","PA",39.943552,-80.37399
"4308","15338",40436.6792,"1733","Greensboro","PA",39.809161,-79.93793
"4309","15340",63443.5822,"1466","Hickory","PA",40.290375,-80.31845
"4310","15341",41727.263,"975","Holbrook","PA",39.82644,-80.35051
"4311","15342",50689.1142,"4537","Houston","PA",40.241854,-80.21445
"4312","15344",43209.3492,"1698","Jefferson","PA",39.92757,-80.05491
"4313","15345",49890.3896,"1783","Marianna","PA",40.019657,-80.10273
"4314","15346",45637,"617","Mather","PA",39.935562,-80.07248
"4315","15347",55648,"439","Meadow Lands","PA",40.214331,-80.22872
"4316","15348",50560,"307","Millsboro","PA",39.988369,-79.99484
"4317","15349",43882.005,"1874","Mount Morris","PA",39.741865,-80.07999
"4318","15350",76125,"518","Muse","PA",40.292528,-80.20022
"4319","15351",35678,"974","Nemacolin","PA",39.877676,-79.92585
"4320","15352",41927.5095,"1137","New Freeport","PA",39.748534,-80.39778
"4321","15353",45637,"68","Nineveh","PA",39.961767,-80.3069
"4322","15357",40262.118,"1702","Rices Landing","PA",39.942802,-79.99612
"4323","15358",45575,"837","Richeyville","PA",40.05604,-79.9981
"4324","15359",41432,"172","Rogersville","PA",39.880073,-80.27332
"4325","15360",52302.5572,"1910","Scenery Hill","PA",40.08708,-80.07316
"4326","15361",63854,"129","Southview","PA",40.32826,-80.2596
"4327","15362",44540.6459,"832","Spraggs","PA",39.748302,-80.21327
"4328","15363",64179.8484,"773","Strabane","PA",40.251054,-80.19917
"4329","15364",44507.9575,"946","Sycamore","PA",39.956204,-80.27779
"4330","15366",46056,"211","Van Voorhis","PA",40.110068,-80.031787
"4331","15367",97726.4998,"6143","Venetia","PA",40.261394,-80.05254
"4332","15368",49963.794,"535","Vestaburg","PA",40.015501,-79.99019
"4333","15370",38747.8599,"15466","Waynesburg","PA",39.892235,-80.17983
"4334","15376",48601.27,"1792","West Alexander","PA",40.101254,-80.50229
"4335","15377",46720,"815","West Finley","PA",39.976027,-80.44474
"4336","15378",63854,"134","Westland","PA",40.27758,-80.27408
"4337","15379",52348,"143","West Middletown","PA",40.240402,-80.42414
"4338","15380",41432,"901","Wind Ridge","PA",39.874975,-80.46845
"4339","15401",35957.4781,"35755","Uniontown","PA",39.89822,-79.7311
"4340","15410",30530.6763,"1065","Adah","PA",39.918848,-79.90832
"4341","15411",36337,"624","Addison","PA",39.751296,-79.35113
"4342","15412",41875,"519","Allenport","PA",40.100345,-79.846
"4343","15413",32049.3041,"568","Allison","PA",39.987842,-79.86681
"4344","15417",34184.556,"8995","Brownsville","PA",40.01933,-79.89869
"4345","15419",32172.6148,"4203","California","PA",40.063977,-79.89261
"4346","15420",24956,"223","Cardale","PA",39.958894,-79.86798
"4347","15421",58074,"125","Chalk Hill","PA",39.845088,-79.599126
"4348","15422",27305,"138","Chestnut Ridge","PA",39.979032,-79.81957
"4349","15423",41356.6592,"1858","Coal Center","PA",40.082073,-79.91911
"4350","15424",37981.7184,"2661","Confluence","PA",39.817148,-79.34803
"4351","15425",35335.2888,"21845","Connellsville","PA",40.024138,-79.58414
"4352","15427",48614.453,"1307","Daisytown","PA",40.061044,-79.97336
"4353","15428",38577.9844,"1947","Dawson","PA",40.060912,-79.65886
"4354","15429",45575,"144","Denbo","PA",40.007062,-79.9339
"4355","15430",34727,"328","Dickerson Run","PA",40.040653,-79.66089
"4356","15431",32324.3116,"5206","Dunbar","PA",39.968368,-79.61815
"4357","15432",41875,"409","Dunlevy","PA",40.117368,-79.86413
"4358","15433",35942,"961","East Millsboro","PA",39.968503,-79.95183
"4359","15434",39805,"361","Elco","PA",40.079185,-79.87475
"4360","15435",24963.4718,"550","Fairbank","PA",39.950123,-79.858471
"4361","15436",29728,"2844","Fairchance","PA",39.821336,-79.75186
"4362","15437",57611.7285,"3075","Farmington","PA",39.793095,-79.59465
"4363","15438",14341.1351,"804","Fayette City","PA",40.093982,-79.83787
"4364","15440",58074,"365","Gibbon Glade","PA",39.72974,-79.59124
"4365","15442",32620.8614,"2545","Grindstone","PA",40.013397,-79.83113
"4366","15443",28928.0919,"325","Hibbs","PA",39.927312,-79.88768
"4367","15444",35942,"622","Hiller","PA",40.011146,-79.90541
"4368","15445",42854.5669,"2964","Hopwood","PA",39.876251,-79.69296
"4369","15446",36062,"347","Indian Head","PA",40.028267,-79.39475
"4370","15447",35942,"164","Isabella","PA",39.945514,-79.93869
"4371","15448",49241,"266","Jacobs Creek","PA",40.134792,-79.74272
"4372","15449",39087,"89","Keisterville","PA",39.963622,-79.785349
"4373","15450",35942,"405","La Belle","PA",40.00666,-79.96943
"4374","15451",37856,"927","Lake Lynn","PA",39.737104,-79.83613
"4375","15454",29107,"253","Leckrone","PA",39.863666,-79.86378
"4376","15455",37115,"254","Leisenring","PA",39.998299,-79.64333
"4377","15456",40874.2268,"3161","Lemont Furnace","PA",39.923495,-79.66014
"4378","15458",29107,"2596","McClellandtown","PA",39.879185,-79.8618
"4379","15459",36723.507,"1704","Markleysburg","PA",39.757928,-79.46514
"4380","15460",37856,"114","Martin","PA",39.804674,-79.9102
"4381","15461",29719.3899,"4687","Masontown","PA",39.847077,-79.90196
"4382","15462",36062,"307","Melcroft","PA",40.061931,-79.38538
"4383","15463",35942,"94","Merrittstown","PA",39.882521,-79.833585
"4384","15464",36165.1198,"1581","Mill Run","PA",39.926509,-79.43272
"4385","15466",46217,"471","Newell","PA",40.075617,-79.89611
"4386","15467",37856,"167","New Geneva","PA",39.932084,-79.65217
"4387","15468",32815.9768,"2742","New Salem","PA",39.936535,-79.84669
"4388","15469",37020.341,"2435","Normalville","PA",40.006624,-79.41616
"4389","15470",48871.572,"1070","Ohiopyle","PA",39.854144,-79.52989
"4390","15472",28351,"373","Oliver","PA",39.916995,-79.71589
"4391","15473",35359.8395,"4240","Perryopolis","PA",40.080727,-79.75697
"4392","15474",37856,"2189","Point Marion","PA",39.74419,-79.90126
"4393","15475",26522.6036,"1907","Republic","PA",39.964486,-79.87846
"4394","15476",29107,"161","Ronco","PA",39.869675,-79.922
"4395","15477",39922.369,"882","Roscoe","PA",40.079169,-79.86448
"4396","15478",34531.8526,"6907","Smithfield","PA",39.791113,-79.81247
"4397","15479",48018.9828,"2315","Smithton","PA",40.148576,-79.72573
"4398","15480",38631.4581,"2275","Smock","PA",39.987054,-79.77879
"4399","15482",33214,"431","Star Junction","PA",40.062849,-79.76338
"4400","15483",41875,"556","Stockdale","PA",40.081257,-79.85174
"4401","15484",56226,"456","Uledi","PA",39.89615,-79.78956
"4402","15486",36611.4703,"2413","Vanderbilt","PA",40.034355,-79.6819
"4403","15489",38176.4668,"445","West Leisenring","PA",39.955933,-79.69946
"4404","15490",41055.0955,"776","White","PA",40.077289,-79.42598
"4405","15492",33214,"104","Wickhaven","PA",40.120876,-79.77089
"4406","15501",36908.1531,"16790","Somerset","PA",40.02847,-79.1105
"4407","15502",46038,"88","Hidden Valley","PA",40.046023,-79.258458
"4408","15510",41004,"1018","Somerset","PA",39.963306,-79.04089
"4409","15520",43960,"293","Acosta","PA",40.112153,-79.06772
"4410","15521",43495.1205,"1842","Alum Bank","PA",40.188405,-78.63027
"4411","15522",37904.4741,"12159","Bedford","PA",39.998096,-78.52204
"4412","15530",38458.2036,"6117","Berlin","PA",39.937504,-78.94183
"4413","15531",43803.0275,"4035","Boswell","PA",40.173782,-79.0629
"4414","15532",37650,"128","Boynton","PA",39.766617,-79.06594
"4415","15533",37946.4946,"1388","Breezewood","PA",39.989224,-78.24245
"4416","15534",40339.2481,"910","Buffalo Mills","PA",39.904209,-78.70159
"4417","15535",42787.7528,"2260","Clearville","PA",39.825578,-78.4423
"4418","15536",42676,"394","Crystal Spring","PA",39.951222,-78.20512
"4419","15537",41470.5617,"7875","Everett","PA",40.003997,-78.36456
"4420","15538",40571,"820","Fairhope","PA",39.863486,-78.84235
"4421","15539",43866,"528","Fishertown","PA",40.128089,-78.5839
"4422","15540",36690.197,"342","Fort Hill","PA",39.798343,-79.22064
"4423","15541",40291.1685,"4035","Friedens","PA",40.053525,-78.99023
"4424","15542",42722.2195,"1237","Garrett","PA",39.863543,-79.06935
"4425","15544",43960,"241","Gray","PA",40.134685,-79.09236
"4426","15545",39491.1255,"2872","Hyndman","PA",39.776675,-78.76286
"4427","15546",43960,"336","Jenners","PA",40.14376,-79.04944
"4428","15547",43960,"487","Jennerstown","PA",40.159054,-79.06371
"4429","15550",41523,"1768","Manns Choice","PA",40.003724,-78.63685
"4430","15551",44626.5317,"937","Markleton","PA",39.886916,-79.25388
"4431","15552",37488.7851,"6591","Meyersdale","PA",39.805436,-79.00013
"4432","15554",43184.4213,"2606","New Paris","PA",40.121392,-78.5877
"4433","15555",46038,"40","Quecreek","PA",40.091429,-79.087198
"4434","15557",43067.9518,"3773","Rockwood","PA",39.935728,-79.22093
"4435","15558",37797.2184,"2283","Salisbury","PA",39.742872,-79.0868
"4436","15559",41688.7596,"1900","Schellsburg","PA",40.058077,-78.66391
"4437","15560",46726,"190","Shanksville","PA",40.017182,-78.90589
"4438","15561",46038,"251","Sipesville","PA",40.096406,-79.090158
"4439","15562",37650,"192","Springs","PA",39.746182,-79.13245
"4440","15563",40799.3289,"3665","Stoystown","PA",40.099003,-78.94801
"4441","15564",40571,"51","Wellersburg","PA",39.729896,-78.844105
"4442","15601",50613.708,"58524","Greensburg","PA",40.298765,-79.54126
"4443","15610",48176.0659,"3955","Acme","PA",40.138405,-79.42425
"4444","15611",58015.7676,"427","Adamsburg","PA",40.3044,-79.65604
"4445","15612",35266.6926,"536","Alverton","PA",40.136883,-79.59033
"4446","15613",48339.6172,"14150","Apollo","PA",40.560849,-79.57544
"4447","15615",50637,"359","Ardara","PA",40.358962,-79.73879
"4448","15616",50256.8694,"19","Armbrust","PA",40.360223,-79.439801
"4449","15617",62458.54,"404","Arona","PA",40.26974,-79.66042
"4450","15618",44448.5351,"2660","Avonmore","PA",40.528929,-79.48116
"4451","15620",42677.9025,"814","Bradenville","PA",40.321426,-79.34079
"4452","15621",44352,"25","Calumet","PA",40.360223,-79.439801
"4453","15622",39251.8005,"1556","Champion","PA",40.038201,-79.30426
"4454","15623",53073,"754","Claridge","PA",40.366748,-79.61645
"4455","15624",52871.3984,"399","Crabtree","PA",40.362739,-79.46886
"4456","15625",53719.7533,"150","Darragh","PA",40.267005,-79.67427
"4457","15626",54224.952,"4838","Delmont","PA",40.409992,-79.57266
"4458","15627",38909.7525,"6959","Derry","PA",40.339547,-79.30172
"4459","15628",45442,"611","Donegal","PA",40.108585,-79.38106
"4460","15629",36065,"750","East Vandergrift","PA",40.598412,-79.56196
"4461","15631",42567,"1096","Everson","PA",40.090582,-79.58704
"4462","15632",62604.9852,"8508","Export","PA",40.430632,-79.61837
"4463","15633",52636.6232,"193","Forbes Road","PA",40.355049,-79.52297
"4464","15634",63125,"669","Grapeville","PA",40.324588,-79.60693
"4465","15635",54180,"205","Hannastown","PA",40.351619,-79.49612
"4466","15636",75443.8323,"3404","Harrison City","PA",40.359353,-79.65576
"4467","15637",44942.4174,"2081","Herminie","PA",40.261878,-79.71321
"4468","15638",51152,"260","Hostetter","PA",40.26106,-79.14313
"4469","15639",42027.1645,"2254","Hunker","PA",40.201398,-79.60071
"4470","15640",44661,"416","Hutchinson","PA",40.22615,-79.73165
"4471","15641",47102,"512","Hyde Park","PA",40.631729,-79.58961
"4472","15642",63181.3156,"43910","Irwin","PA",40.325902,-79.71324
"4473","15644",46722.6849,"20068","Jeannette","PA",40.329238,-79.61469
"4474","15646",45442,"200","Jones Mills","PA",40.087243,-79.32665
"4475","15647",53188.1085,"330","Larimer","PA",40.344319,-79.72574
"4476","15650",46756.8234,"28611","Latrobe","PA",40.299646,-79.38845
"4477","15655",49874.2394,"388","Laughlintown","PA",40.202095,-79.19266
"4478","15656",50571.4598,"10596","Leechburg","PA",40.63071,-79.61381
"4479","15658",48741.0729,"9494","Ligonier","PA",40.247351,-79.22882
"4480","15660",50700,"304","Lowber","PA",40.245378,-79.77196
"4481","15661",39590,"415","Loyalhanna","PA",40.319956,-79.35901
"4482","15662",54180,"105","Luxor","PA",40.333489,-79.47547
"4483","15663",44699.604,"516","Madison","PA",40.244753,-79.67839
"4484","15665",63770.8195,"1429","Manor","PA",40.333339,-79.66646
"4485","15666",43241.5987,"17113","Mount Pleasant","PA",40.150143,-79.52492
"4486","15668",82456.2622,"12751","Murrysville","PA",40.451664,-79.67948
"4487","15670",47514.1082,"3786","New Alexandria","PA",40.408295,-79.43967
"4488","15671",43482.611,"835","New Derry","PA",40.356055,-79.3194
"4489","15672",46270.0116,"3235","New Stanton","PA",40.231003,-79.61611
"4490","15673",37169,"1410","North Apollo","PA",40.593301,-79.55779
"4491","15675",43284.6294,"1083","Penn","PA",40.330326,-79.64061
"4492","15676",65295,"295","Pleasant Unity","PA",40.243195,-79.45737
"4493","15677",43314.9465,"455","Rector","PA",40.175368,-79.23651
"4494","15678",49870.8453,"466","Rillton","PA",40.287869,-79.72904
"4495","15679",41582.2343,"3490","Ruffs Dale","PA",40.17462,-79.63584
"4496","15680",45788,"97","Salina","PA",40.521015,-79.49522
"4497","15681",44203.71,"5180","Saltsburg","PA",40.500852,-79.4463
"4498","15683",37627.1385,"8576","Scottdale","PA",40.103791,-79.59396
"4499","15684",50130.4736,"948","Slickville","PA",40.463572,-79.51475
"4500","15686",41703.6164,"901","Spring Church","PA",40.608969,-79.42092
"4501","15687",45442,"1472","Stahlstown","PA",40.134658,-79.31493
"4502","15688",33450,"572","Tarrs","PA",40.172199,-79.59265
"4503","15689",44352,"196","United","PA",40.219344,-79.49244
"4504","15690",38888.8428,"9463","Vandergrift","PA",40.612649,-79.56708
"4505","15691",62500,"67","Wendel","PA",40.294021,-79.686626
"4506","15692",66949,"1018","Westmoreland City","PA",40.332063,-79.67632
"4507","15693",51152,"111","Whitney","PA",40.253086,-79.40846
"4508","15695",43942,"348","Wyano","PA",40.195407,-79.69532
"4509","15696",51152,"431","Youngstown","PA",40.279151,-79.36465
"4510","15697",39517.781,"3311","Youngwood","PA",40.238134,-79.58172
"4511","15698",44020.7305,"895","Yukon","PA",40.217118,-79.68406
"4512","15701",35819.0123,"34080","Indiana","PA",40.626307,-79.16146
"4513","15710",45012.696,"286","Alverda","PA",40.632966,-78.85799
"4514","15711",40955,"449","Anita","PA",41.00232,-78.96306
"4515","15712",37643,"166","Arcadia","PA",40.786561,-78.84707
"4516","15713",40725,"274","Aultman","PA",40.56265,-79.25965
"4517","15714",42449.0838,"5850","Barnesboro","PA",40.662676,-78.7936
"4518","15715",40955,"683","Big Run","PA",40.969945,-78.87784
"4519","15716",46978,"756","Black Lick","PA",40.472335,-79.19534
"4520","15717",41477.3677,"11199","Blairsville","PA",40.446361,-79.24611
"4521","15721",34417,"281","Burnside","PA",40.813203,-78.78764
"4522","15722",43570.8092,"2833","Carrolltown","PA",40.600375,-78.72133
"4523","15723",55941.9267,"60","Chambersville","PA",40.70673,-79.16106
"4524","15724",38696.4428,"2708","Cherry Tree","PA",40.734783,-78.81275
"4525","15725",43480.3785,"1529","Clarksburg","PA",40.518067,-79.34538
"4526","15727",45303,"90","Clune","PA",40.55027,-79.323745
"4527","15728",46539.0923,"3949","Clymer","PA",40.674994,-78.98999
"4528","15729",39309,"1531","Commodore","PA",40.710407,-78.93008
"4529","15730",42780,"77","Coolspring","PA",41.040903,-79.08486
"4530","15731",40725,"319","Coral","PA",40.500385,-79.17407
"4531","15732",50277.2694,"1663","Creekside","PA",40.721516,-79.21224
"4532","15733",44069,"146","De Lancey","PA",40.98415,-78.9622
"4533","15734",39309,"342","Dixonville","PA",40.717399,-79.00688
"4534","15736",41399,"576","Elderton","PA",40.694906,-79.34332
"4535","15737",43060,"104","Elmora","PA",40.607635,-78.752415
"4536","15738",49889,"247","Emeigh","PA",40.693633,-78.775076
"4537","15739",56607,"501","Ernest","PA",40.677609,-79.16422
"4538","15741",37643,"103","Gipsy","PA",40.804018,-78.86765
"4539","15742",38878.6806,"1029","Glen Campbell","PA",40.816706,-78.8636
"4540","15744",42780,"123","Hamilton","PA",40.916407,-79.08397
"4541","15745",45177,"394","Heilwood","PA",40.621037,-78.91839
"4542","15746",37643,"112","Hillsdale","PA",40.767854,-78.877331
"4543","15747",46489.7787,"2219","Home","PA",40.763402,-79.14759
"4544","15748",41363.794,"7217","Homer City","PA",40.529621,-79.14264
"4545","15750",46978,"151","Josephine","PA",40.482783,-79.185048
"4546","15752",43635.453,"34","Kent","PA",40.541589,-79.28315
"4547","15753",34192.4597,"522","La Jose","PA",40.801942,-78.66543
"4548","15754",40725,"560","Lucernemines","PA",40.558928,-79.1497
"4549","15756",45303,"234","McIntyre","PA",40.570149,-79.29689
"4550","15757",32098.1982,"1847","Mahaffey","PA",40.890039,-78.72404
"4551","15759",41797.284,"3101","Marion Center","PA",40.771687,-79.04221
"4552","15760",49889,"179","Marsteller","PA",40.652164,-78.79936
"4553","15761",45177,"117","Mentcle","PA",40.625962,-78.89325
"4554","15762",48718.145,"829","Nicktown","PA",40.596681,-78.83252
"4555","15764",42780,"183","Oliveburg","PA",40.986389,-79.02664
"4556","15765",47045.0324,"1686","Penn Run","PA",40.592854,-78.98412
"4557","15767",36562.1962,"14642","Punxsutawney","PA",40.954059,-78.97017
"4558","15770",42780,"204","Ringgold","PA",40.999588,-79.15992
"4559","15771",39037.0935,"980","Rochester Mills","PA",40.827315,-78.98991
"4560","15772",39770,"1809","Rossiter","PA",40.877189,-78.91752
"4561","15773",43060,"479","Saint Benedict","PA",40.628368,-78.73335
"4562","15774",45972.6174,"3157","Shelocta","PA",40.657804,-79.3328
"4563","15775",42906.8234,"791","Spangler","PA",40.642174,-78.77125
"4564","15776",42780,"55","Sprankle Mills","PA",41.013546,-79.11389
"4565","15777",39309,"230","Starford","PA",40.700574,-78.95812
"4566","15778",42780,"150","Timblin","PA",40.965989,-79.20053
"4567","15779",43860,"237","Torrance","PA",40.416334,-79.23317
"4568","15780",42780,"143","Valier","PA",40.91719,-79.04992
"4569","15781",44069,"137","Walston","PA",40.964542,-78.99646
"4570","15783",45303,"146","West Lebanon","PA",40.601789,-79.35524
"4571","15784",42780,"83","Worthville","PA",41.027404,-79.13928
"4572","15801",42816.3343,"20592","Du Bois","PA",41.125563,-78.74648
"4573","15821",44265,"180","Benezett","PA",41.328011,-78.35854
"4574","15823",46190.543,"1466","Brockport","PA",41.254038,-78.71987
"4575","15824",40887.3847,"5412","Brockway","PA",41.241861,-78.80577
"4576","15825",39899.2667,"9873","Brookville","PA",41.160579,-79.06479
"4577","15827",44265,"205","Byrnedale","PA",41.293237,-78.50472
"4578","15828",43817.2016,"294","Clarington","PA",41.34149,-79.13567
"4579","15829",39853.6678,"1257","Corsica","PA",41.173044,-79.19369
"4580","15832",44404.7232,"404","Driftwood","PA",41.379949,-78.17987
"4581","15834",38768.0716,"5343","Emporium","PA",41.517738,-78.25309
"4582","15840",38859.9115,"1946","Falls Creek","PA",41.160521,-78.81129
"4583","15841",44265,"399","Force","PA",41.254727,-78.50411
"4584","15845",31814.4295,"3602","Johnsonburg","PA",41.497219,-78.68278
"4585","15846",45414.633,"3801","Kersey","PA",41.337926,-78.61075
"4586","15847",39975,"289","Knox Dale","PA",41.08434,-79.0308
"4587","15848",41150.0172,"921","Luthersburg","PA",41.031691,-78.72684
"4588","15849",41508.8739,"1465","Penfield","PA",41.201892,-78.56335
"4589","15851",36870.0795,"6627","Reynoldsville","PA",41.095493,-78.88994
"4590","15853",41141.9171,"7329","Ridgway","PA",41.420778,-78.74776
"4591","15856",41089.2524,"912","Rockton","PA",41.082722,-78.62593
"4592","15857",46264.7385,"14595","Saint Marys","PA",41.4376,-78.54272
"4593","15860",41802.6349,"1166","Sigel","PA",41.345663,-79.04707
"4594","15861",44409,"187","Sinnamahoning","PA",41.370716,-78.04939
"4595","15863",40955,"239","Stump Creek","PA",41.012739,-78.83719
"4596","15864",42986.7203,"1864","Summerville","PA",41.108591,-79.19553
"4597","15865",35066.2985,"1360","Sykesville","PA",41.049353,-78.81868
"4598","15866",41160,"227","Troutville","PA",41.023829,-78.78711
"4599","15868",44298.1393,"1413","Weedville","PA",41.283012,-78.42919
"4600","15870",743.8831,"23","Wilcox","PA",41.587333,-78.65347
"4601","15901",20685.8,"5427","Johnstown","PA",40.325374,-78.91485
"4602","15902",32277.2499,"13574","Johnstown","PA",40.309087,-78.90069
"4603","15904",43655.3817,"17093","Johnstown","PA",40.289442,-78.86612
"4604","15905",52105.944,"22702","Johnstown","PA",40.302374,-78.93802
"4605","15906",29839.111,"12340","Johnstown","PA",40.348973,-78.94132
"4606","15909",42619.4396,"5988","Johnstown","PA",40.36344,-78.87674
"4607","15920",38419.334,"933","Armagh","PA",40.460191,-79.04608
"4608","15921",44583,"180","Beaverdale","PA",40.319561,-78.694043
"4609","15922",38864,"114","Belsano","PA",40.484487,-78.702224
"4610","15923",39103,"1960","Bolivar","PA",40.372103,-79.14574
"4611","15924",34659,"1161","Cairnbrook","PA",40.123213,-78.80478
"4612","15925",45800,"127","Cassandra","PA",40.408989,-78.64104
"4613","15926",37066.6578,"2802","Central City","PA",40.097937,-78.81509
"4614","15927",41392,"1261","Colver","PA",40.543153,-78.79067
"4615","15928",52475,"1995","Davidsville","PA",40.23741,-78.92978
"4616","15929",40595.781,"42","Dilltown","PA",40.467684,-79.00063
"4617","15930",44890,"241","Dunlo","PA",40.294347,-78.71981
"4618","15931",45843.9089,"9092","Ebensburg","PA",40.498793,-78.74591
"4619","15934",44890,"197","Elton","PA",40.280875,-78.80196
"4620","15935",48724.1157,"2900","Hollsopple","PA",40.212192,-78.95052
"4621","15936",39115.3532,"1581","Hooversville","PA",40.156538,-78.91515
"4622","15937",52298.7395,"723","Jerome","PA",40.208983,-78.98782
"4623","15938",44522.8355,"2614","Lilly","PA",40.42026,-78.61924
"4624","15940",51583.568,"3475","Loretto","PA",40.506799,-78.62996
"4625","15942",47934.62,"2311","Mineral Point","PA",40.402861,-78.83563
"4626","15943",39475.7856,"4382","Nanty Glo","PA",40.474488,-78.84402
"4627","15944",40264.9863,"3545","New Florence","PA",40.371165,-79.0772
"4628","15945",42875,"231","Parkhill","PA",40.356723,-78.873296
"4629","15946",39360.4418,"7477","Portage","PA",40.384718,-78.6651
"4630","15948",41392,"587","Revloc","PA",40.491089,-78.76419
"4631","15949",42577,"586","Robinson","PA",40.401076,-79.13701
"4632","15951",44890,"516","Saint Michael","PA",40.338615,-78.776137
"4633","15952",44890,"1459","Salix","PA",40.298625,-78.77164
"4634","15953",38786,"36","Seanor","PA",40.206435,-78.900533
"4635","15954",38337.7191,"2516","Seward","PA",40.414654,-79.01806
"4636","15955",44941.7536,"2934","Sidman","PA",40.324295,-78.7063
"4637","15956",45456.654,"2967","South Fork","PA",40.358541,-78.78201
"4638","15957",43714.2779,"764","Strongstown","PA",40.536405,-78.89205
"4639","15958",44936.0795,"2436","Summerhill","PA",40.381332,-78.7433
"4640","15960",38864,"593","Twin Rocks","PA",40.49963,-78.861308
"4641","15961",41212.1392,"969","Vintondale","PA",40.47535,-78.94295
"4642","15962",44583,"167","Wilmore","PA",40.380188,-78.719019
"4643","15963",34960.9136,"11743","Windber","PA",40.228222,-78.81978
"4644","16001",41653.157,"37766","Butler","PA",40.877664,-79.9113
"4645","16002",58790.4696,"16441","Butler","PA",40.818663,-79.86119
"4646","16020",46188,"1019","Boyers","PA",41.10936,-79.90816
"4647","16022",49944,"380","Bruin","PA",41.057142,-79.73005
"4648","16023",50675.5663,"4234","Cabot","PA",40.796809,-79.75147
"4649","16024",59130,"228","Callery","PA",40.739587,-80.03721
"4650","16025",45133.1142,"5005","Chicora","PA",40.947245,-79.75428
"4651","16027",50792,"289","Connoquenessing","PA",40.818096,-80.0137
"4652","16028",38425.5581,"2136","East Brady","PA",40.97717,-79.61922
"4653","16029",49191,"654","East Butler","PA",40.877703,-79.84392
"4654","16030",46188,"355","Eau Claire","PA",41.135335,-79.79791
"4655","16033",60189.4914,"6242","Evans City","PA",40.789672,-80.04848
"4656","16034",48838,"2054","Fenelton","PA",40.868261,-79.72506
"4657","16035",38097,"129","Forestville","PA",41.106327,-80.00429
"4658","16036",41468,"285","Foxburg","PA",41.141525,-79.67366
"4659","16037",65370.9341,"4578","Harmony","PA",40.821535,-80.13033
"4660","16038",43271.5506,"3483","Harrisville","PA",41.152347,-79.9632
"4661","16040",46217.6724,"1008","Hilliards","PA",41.098857,-79.84091
